"^SSMI","^GSPC","GC=F","BTC-USD","SREN.SW","^TNX","RowNames"
0.000552770178558148,-0.00358271919365372,-0.00707297231684301,-0.0831053274700437,0.0006576967479619,0.00263014149050222,"2014-09-18"
-0.00146993407559926,-0.00277085755348594,-0.0072875674367987,-0.0481883836301069,0.0117647464158108,-0.0185031374250976,"2014-09-22"
-0.00611101962420868,-0.00618708082263542,0.00344569303731479,0.0799387590652989,-0.00979433261712703,-0.0125484200885202,"2014-09-23"
0.00380049141623218,0.0147505528268486,-0.00196755633082812,-0.0223574968899038,0.00131142723140165,0.0202716255218783,"2014-09-24"
-0.0027786305795896,-0.0155928421416212,0.00213130309712017,-0.0271597460696187,0,-0.0221276017187739,"2014-09-25"
0.000452514932311132,0.010532073966254,-0.00303436592025186,-0.087275370118749,-0.00131142723140165,-0.00345397280152271,"2014-09-29"
0.00663295759585125,0.00151258275958632,-0.00576607857863198,0.034411767172446,-0.000656316577043015,0.0111037699951807,"2014-09-30"
-0.00517564039662766,-0.0121649860891226,0.00338128698486617,-0.00746844030390204,-0.00065691789739919,-0.041595456507591,"2014-10-01"
-0.0154575946150572,-0.00231947694406198,-0.000329400880882069,-0.0248460568359272,-0.014560215358872,0.0121353907500258,"2014-10-02"
0.0078641285871921,0.0148799343348731,-0.0061960628667217,-0.122443248569358,0,-3.82665616394107e-06,"2014-10-06"
-0.0186351383524563,-0.0173397167973208,0.00413497132489482,0.0162374393715785,-0.0013340008628826,-0.033514315330069,"2014-10-07"
-0.00523444743105728,0.0114421031606584,-0.005295752834793,0.0427616457701303,0.00930222125008484,-0.0144158970781563,"2014-10-08"
-0.00404580119130671,-0.0178867448681013,0.0158857010020199,0.0366616124513719,-0.00663573788187266,0.00170271127028554,"2014-10-09"
-0.0167409940488383,-0.0326910959906161,0.00383070128606544,0.0626701489442558,-0.0194963503778194,-0.0223452540662361,"2014-10-13"
-0.000486873796312182,0.00696371258763229,0.00349176262459583,0.0318155476421031,-0.00818005637711083,-0.0302365168379941,"2014-10-14"
-0.0234350560844412,-0.0225079595591744,0.00847565327841249,-0.0297008897350386,-0.0137838438193598,-0.0683915953920778,"2014-10-15"
-0.0107811907305617,0.00152497579845789,-0.00289783316471492,-0.0300558863981371,-0.01397622317665,0.0310782561109053,"2014-10-16"
0.0276342912332286,0.0223270966122149,0.00281747016726897,0.00117933069002785,0.0070124829626832,0.0133453792873983,"2014-10-20"
0.0145615147938969,0.025832572900697,0.00561123716778678,0.0158841900309188,0.0104276436410085,0.0187508208406636,"2014-10-21"
0.0119841044465332,-0.0022295127228622,-0.00496831781710672,-0.00352320138564366,0.0218886884815466,0.0145625800523159,"2014-10-22"
0.00468449308855412,0.0119557509368384,-0.0131810006885713,-0.0670228729212052,0.0134411752974897,0.0201544440607144,"2014-10-23"
-0.00299997512727579,0.00327980719326071,0.00048826139633551,-0.0175063436115499,-0.00267404620932066,-0.0101897961121841,"2014-10-27"
0.0128192984650628,0.00929051751653986,8.13371752608205e-05,0.0104506289324737,0.0126374429750347,0.00931392535545927,"2014-10-28"
0.0027838881165696,-0.00412917519805145,-0.00399421957047696,-0.0663151021183364,0.00527364013179898,0.014188318155225,"2014-10-29"
0.00743210568371033,0.0148360633721811,-0.0216323436938159,0.0371601625884006,0.00393678297228783,0.000846537452268703,"2014-10-30"
0.0135277202664064,0.0130237061064031,-0.0227934910675653,-0.0190722798519642,0.017527380201162,0.0142917939206274,"2014-10-31"
-0.00979121445411479,0.00852471404145128,-0.00145263958197539,-0.0236986655553153,-0.00969941675763897,0.0141956585863623,"2014-11-03"
-0.00385243622482712,-0.00252283756333149,-0.00171174293611198,0.00924059923214759,-0.00260246224316552,-0.00224763896390523,"2014-11-04"
0.0142533066697013,7.09885247998088e-05,-0.019025132408248,0.021236897658639,0.0167962278286358,-0.00220330339499031,"2014-11-05"
0.0023391779668831,0.00914332861127942,-0.00271012578928786,0.0338447854061812,0.000640427794777576,0.0159570748793748,"2014-11-06"
-0.00531198496440766,0.00894929559648894,0.023617972636309,-0.0112793000369038,0.0196521981922291,-0.0182847005321882,"2014-11-07"
0.00572372781445729,-0.00460355767433462,-0.00858669212802265,0.0614124113800223,0.0112360614509908,0.012405935501736,"2014-11-10"
0.00322232114989518,0.00305557456764927,0.00275583468293661,0.00445816028150237,0.001860276366489,0.00278291084361992,"2014-11-11"
-0.00319412880453385,-0.00401398941237474,-0.00335963126964334,0.138131115526045,-0.00248137978037644,-0.00373641473971431,"2014-11-12"
0.00972056123495157,0.00322206828769644,0.00189651019936576,-0.00400204159714601,0.0012414193510093,-0.00240755552534255,"2014-11-13"
-0.00437509984802986,-0.00328201213644519,0.0203749639629374,-0.0595308033988475,0.00309702301485837,-0.0150929638771291,"2014-11-14"
0.00131599591988873,-0.00344546795676859,-0.00168918959084419,-0.03069677966384,-0.00371733895198023,0.00440317905183829,"2014-11-17"
0.00508283516097841,0.0105459824006715,0.0115141427987719,-0.0265993596831029,0.00557079926282888,-0.0022968648671966,"2014-11-18"
0.00122292906334742,-0.00805352170653872,-0.00259379778180335,0.00762557800608299,0.00123384097091872,0.00586066996918566,"2014-11-19"
0.000714486662513281,0.00145380765843761,-0.00243260154614244,-0.0620561017229777,-0.000616650246996198,-0.00734024847262527,"2014-11-20"
0.0100285197816685,0.00552585319652188,0.00569472183585695,-0.0194302500209504,0.0122627514549736,-0.00829955460965259,"2014-11-21"
-0.00243012046170321,0.0166432473396867,-0.00167154238669021,0.0854128153332878,-0.00182995655599916,0.0116211050334305,"2014-11-24"
